"Step","../output/proxy_Cleaned_date.json - train/loss","../output/proxy_Cleaned_date.json - train/loss__MIN","../output/proxy_Cleaned_date.json - train/loss__MAX"
"733","1.1172","1.1172","1.1172"
"734","1.15","1.15","1.15"
"735","1.0808","1.0808","1.0808"
"736","1.0868","1.0868","1.0868"
"737","1.0964","1.0964","1.0964"
"738","1.1362","1.1362","1.1362"
"739","1.0684","1.0684","1.0684"
"740","1.0829","1.0829","1.0829"
"741","1.0691","1.0691","1.0691"
"742","1.0535","1.0535","1.0535"
"743","1.028","1.028","1.028"
"744","1.097","1.097","1.097"
"745","1.1977","1.1977","1.1977"
"746","1.1007","1.1007","1.1007"
"747","1.1224","1.1224","1.1224"
"748","1.0495","1.0495","1.0495"
"749","1.1235","1.1235","1.1235"
"750","1.1026","1.1026","1.1026"
"751","1.1763","1.1763","1.1763"
"752","1.1104","1.1104","1.1104"
"753","1.0788","1.0788","1.0788"
"754","1.0867","1.0867","1.0867"
"755","1.1108","1.1108","1.1108"
"756","1.1037","1.1037","1.1037"
"757","1.056","1.056","1.056"
"758","1.108","1.108","1.108"
"759","1.1223","1.1223","1.1223"
"760","1.0771","1.0771","1.0771"
"761","1.147","1.147","1.147"
"762","1.1369","1.1369","1.1369"
"763","1.053","1.053","1.053"
"764","1.1344","1.1344","1.1344"
"765","1.1422","1.1422","1.1422"
"766","1.1054","1.1054","1.1054"
"767","1.1139","1.1139","1.1139"
"768","1.0654","1.0654","1.0654"
"769","1.06","1.06","1.06"
"770","1.1414","1.1414","1.1414"
"771","1.1092","1.1092","1.1092"
"772","1.1207","1.1207","1.1207"
"773","1.1114","1.1114","1.1114"
"774","1.148","1.148","1.148"
"775","1.1482","1.1482","1.1482"
"776","1.1093","1.1093","1.1093"
"777","1.0871","1.0871","1.0871"
"778","1.068","1.068","1.068"
"779","1.0374","1.0374","1.0374"
"780","1.0678","1.0678","1.0678"
"781","1.0821","1.0821","1.0821"
"782","1.1295","1.1295","1.1295"
"783","1.0416","1.0416","1.0416"
"784","1.0994","1.0994","1.0994"
"785","1.0071","1.0071","1.0071"
"786","1.1161","1.1161","1.1161"
"787","1.0811","1.0811","1.0811"
"788","1.138","1.138","1.138"
"789","1.0757","1.0757","1.0757"
"790","1.0979","1.0979","1.0979"
"791","1.0439","1.0439","1.0439"
"792","1.1103","1.1103","1.1103"
"793","1.1322","1.1322","1.1322"
"794","1.1241","1.1241","1.1241"
"795","1.081","1.081","1.081"
"796","1.0871","1.0871","1.0871"
"797","1.1628","1.1628","1.1628"
"798","1.0484","1.0484","1.0484"
"799","1.1168","1.1168","1.1168"
"800","1.0892","1.0892","1.0892"
"801","1.1135","1.1135","1.1135"
"802","1.0738","1.0738","1.0738"
"803","1.0815","1.0815","1.0815"
"804","1.0996","1.0996","1.0996"
"805","1.1265","1.1265","1.1265"
"806","1.0808","1.0808","1.0808"
"807","1.0683","1.0683","1.0683"
"808","0.8916","0.8916","0.8916"
"809","0.8912","0.8912","0.8912"
"810","0.814","0.814","0.814"
"811","0.8628","0.8628","0.8628"
"812","0.8415","0.8415","0.8415"
"813","0.8818","0.8818","0.8818"
"814","0.8693","0.8693","0.8693"
"815","0.8159","0.8159","0.8159"
"816","0.7913","0.7913","0.7913"
"817","0.9116","0.9116","0.9116"
"818","0.8964","0.8964","0.8964"
"819","0.8246","0.8246","0.8246"
"820","0.8103","0.8103","0.8103"
"821","0.8002","0.8002","0.8002"
"822","0.887","0.887","0.887"
"823","0.8691","0.8691","0.8691"
"824","0.8494","0.8494","0.8494"
"825","0.7787","0.7787","0.7787"
"826","0.8439","0.8439","0.8439"
"827","0.8161","0.8161","0.8161"
"828","0.8553","0.8553","0.8553"
"829","0.8273","0.8273","0.8273"
"830","0.8472","0.8472","0.8472"
"831","0.8535","0.8535","0.8535"
"832","0.8333","0.8333","0.8333"
"833","0.797","0.797","0.797"
"834","0.8367","0.8367","0.8367"
"835","0.8138","0.8138","0.8138"
"836","0.8743","0.8743","0.8743"
"837","0.7876","0.7876","0.7876"
"838","0.8277","0.8277","0.8277"
"839","0.8297","0.8297","0.8297"
"840","0.8715","0.8715","0.8715"
"841","0.9017","0.9017","0.9017"
"842","0.8304","0.8304","0.8304"
"843","0.8687","0.8687","0.8687"
"844","0.7844","0.7844","0.7844"
"845","0.8677","0.8677","0.8677"
"846","0.8951","0.8951","0.8951"
"847","0.8366","0.8366","0.8366"
"848","0.8812","0.8812","0.8812"
"849","0.881","0.881","0.881"
"850","0.8283","0.8283","0.8283"
"851","0.8248","0.8248","0.8248"
"852","0.8204","0.8204","0.8204"
"853","0.8207","0.8207","0.8207"
"854","0.8081","0.8081","0.8081"
"855","0.912","0.912","0.912"
"856","0.848","0.848","0.848"
"857","0.8161","0.8161","0.8161"
"858","0.8568","0.8568","0.8568"
"859","0.8455","0.8455","0.8455"
"860","0.8684","0.8684","0.8684"
"861","0.8255","0.8255","0.8255"
"862","0.874","0.874","0.874"
"863","0.8421","0.8421","0.8421"
"864","0.8722","0.8722","0.8722"
"865","0.8304","0.8304","0.8304"
"866","0.8105","0.8105","0.8105"
"867","0.868","0.868","0.868"
"868","0.8279","0.8279","0.8279"
"869","0.88","0.88","0.88"
"870","0.8361","0.8361","0.8361"
"871","0.822","0.822","0.822"
"872","0.9002","0.9002","0.9002"
"873","0.8611","0.8611","0.8611"
"874","0.8464","0.8464","0.8464"
"875","0.8846","0.8846","0.8846"
"876","0.8225","0.8225","0.8225"
"877","0.826","0.826","0.826"
"878","0.8578","0.8578","0.8578"
"879","0.8042","0.8042","0.8042"
"880","0.8822","0.8822","0.8822"
"881","0.8617","0.8617","0.8617"
"882","0.8366","0.8366","0.8366"
"883","0.8828","0.8828","0.8828"
"884","0.8289","0.8289","0.8289"
"885","0.8579","0.8579","0.8579"
"886","0.8999","0.8999","0.8999"
"887","0.8587","0.8587","0.8587"
"888","0.8566","0.8566","0.8566"
"889","0.8812","0.8812","0.8812"
"890","0.8482","0.8482","0.8482"
"891","0.8605","0.8605","0.8605"
"892","0.8214","0.8214","0.8214"
"893","0.8701","0.8701","0.8701"
"894","0.8361","0.8361","0.8361"
"895","0.8195","0.8195","0.8195"
"896","0.8221","0.8221","0.8221"
"897","0.8491","0.8491","0.8491"
"898","0.8931","0.8931","0.8931"
"899","0.8639","0.8639","0.8639"
"900","0.9302","0.9302","0.9302"
"901","0.8299","0.8299","0.8299"
"902","0.8715","0.8715","0.8715"
"903","0.8068","0.8068","0.8068"
"904","0.8417","0.8417","0.8417"
"905","0.8975","0.8975","0.8975"
"906","0.8517","0.8517","0.8517"
"907","0.8787","0.8787","0.8787"
"908","0.8711","0.8711","0.8711"
"909","0.8187","0.8187","0.8187"
"910","0.8301","0.8301","0.8301"
"911","0.9112","0.9112","0.9112"
"912","0.867","0.867","0.867"
"913","0.8628","0.8628","0.8628"
"914","0.847","0.847","0.847"
"915","0.8528","0.8528","0.8528"
"916","0.8897","0.8897","0.8897"
"917","0.8546","0.8546","0.8546"
"918","0.8785","0.8785","0.8785"
"919","0.8609","0.8609","0.8609"
"920","0.8092","0.8092","0.8092"
"921","0.8483","0.8483","0.8483"
"922","0.92","0.92","0.92"
"923","0.9061","0.9061","0.9061"
"924","0.8811","0.8811","0.8811"
"925","0.84","0.84","0.84"
"926","0.8582","0.8582","0.8582"
"927","0.9074","0.9074","0.9074"
"928","0.8622","0.8622","0.8622"
"929","0.8489","0.8489","0.8489"
"930","0.8976","0.8976","0.8976"
"931","0.8575","0.8575","0.8575"
"932","0.8648","0.8648","0.8648"
"933","0.9552","0.9552","0.9552"
"934","0.904","0.904","0.904"
"935","0.9247","0.9247","0.9247"
"936","0.8679","0.8679","0.8679"
"937","0.898","0.898","0.898"
"938","0.8215","0.8215","0.8215"
"939","0.8387","0.8387","0.8387"
"940","0.8274","0.8274","0.8274"
"941","0.882","0.882","0.882"
"942","0.7396","0.7396","0.7396"
"943","0.6085","0.6085","0.6085"
"944","0.6471","0.6471","0.6471"
"945","0.6544","0.6544","0.6544"
"946","0.6227","0.6227","0.6227"
"947","0.5881","0.5881","0.5881"
"948","0.6017","0.6017","0.6017"
"949","0.6088","0.6088","0.6088"
"950","0.6623","0.6623","0.6623"
"951","0.6296","0.6296","0.6296"
"952","0.6613","0.6613","0.6613"
"953","0.6252","0.6252","0.6252"
"954","0.6578","0.6578","0.6578"
"955","0.6391","0.6391","0.6391"
"956","0.5749","0.5749","0.5749"
"957","0.637","0.637","0.637"
"958","0.6301","0.6301","0.6301"
"959","0.6467","0.6467","0.6467"
"960","0.6078","0.6078","0.6078"
"961","0.6446","0.6446","0.6446"
"962","0.6321","0.6321","0.6321"
"963","0.6014","0.6014","0.6014"
"964","0.6437","0.6437","0.6437"
"965","0.625","0.625","0.625"
"966","0.6227","0.6227","0.6227"
"967","0.6047","0.6047","0.6047"
"968","0.6496","0.6496","0.6496"
"969","0.5832","0.5832","0.5832"
"970","0.5948","0.5948","0.5948"
"971","0.6123","0.6123","0.6123"
"972","0.6355","0.6355","0.6355"
"973","0.6564","0.6564","0.6564"
"974","0.639","0.639","0.639"
"975","0.6141","0.6141","0.6141"
"976","0.6148","0.6148","0.6148"
"977","0.6223","0.6223","0.6223"
"978","0.5821","0.5821","0.5821"
"979","0.6471","0.6471","0.6471"
"980","0.5592","0.5592","0.5592"
"981","0.6215","0.6215","0.6215"
"982","0.6498","0.6498","0.6498"
"983","0.6526","0.6526","0.6526"
"984","0.6368","0.6368","0.6368"
"985","0.664","0.664","0.664"
"986","0.6306","0.6306","0.6306"
"987","0.6442","0.6442","0.6442"
"988","0.6013","0.6013","0.6013"
"989","0.6455","0.6455","0.6455"
"990","0.6003","0.6003","0.6003"
"991","0.6323","0.6323","0.6323"
"992","0.6278","0.6278","0.6278"
"993","0.6277","0.6277","0.6277"
"994","0.5987","0.5987","0.5987"
"995","0.599","0.599","0.599"
"996","0.6314","0.6314","0.6314"
"997","0.6071","0.6071","0.6071"
"998","0.6416","0.6416","0.6416"
"999","0.62","0.62","0.62"
"1000","0.6063","0.6063","0.6063"
"1001","0.6725","0.6725","0.6725"
"1002","0.6153","0.6153","0.6153"
"1003","0.6272","0.6272","0.6272"
"1004","0.6588","0.6588","0.6588"
"1005","0.6229","0.6229","0.6229"
"1006","0.6797","0.6797","0.6797"
"1007","0.6193","0.6193","0.6193"
"1008","0.6631","0.6631","0.6631"
"1009","0.5865","0.5865","0.5865"
"1010","0.5651","0.5651","0.5651"
"1011","0.6531","0.6531","0.6531"
"1012","0.66","0.66","0.66"
"1013","0.628","0.628","0.628"
"1014","0.6524","0.6524","0.6524"
"1015","0.5853","0.5853","0.5853"
"1016","0.6362","0.6362","0.6362"
"1017","0.6412","0.6412","0.6412"
"1018","0.6299","0.6299","0.6299"
"1019","0.6499","0.6499","0.6499"
"1020","0.656","0.656","0.656"
"1021","0.6815","0.6815","0.6815"
"1022","0.5911","0.5911","0.5911"
"1023","0.6309","0.6309","0.6309"
"1024","0.6187","0.6187","0.6187"
"1025","0.6515","0.6515","0.6515"
"1026","0.6048","0.6048","0.6048"
"1027","0.655","0.655","0.655"
"1028","0.637","0.637","0.637"
"1029","0.6513","0.6513","0.6513"
"1030","0.6011","0.6011","0.6011"
"1031","0.6902","0.6902","0.6902"
"1032","0.6522","0.6522","0.6522"
"1033","0.6252","0.6252","0.6252"
"1034","0.67","0.67","0.67"
"1035","0.6561","0.6561","0.6561"
"1036","0.6086","0.6086","0.6086"
"1037","0.6403","0.6403","0.6403"
"1038","0.6152","0.6152","0.6152"
"1039","0.6979","0.6979","0.6979"
"1040","0.6752","0.6752","0.6752"
"1041","0.6732","0.6732","0.6732"
"1042","0.6285","0.6285","0.6285"
"1043","0.6592","0.6592","0.6592"
"1044","0.6228","0.6228","0.6228"
"1045","0.6265","0.6265","0.6265"
"1046","0.7193","0.7193","0.7193"
"1047","0.658","0.658","0.658"
"1048","0.6405","0.6405","0.6405"
"1049","0.6741","0.6741","0.6741"
"1050","0.6681","0.6681","0.6681"
"1051","0.6786","0.6786","0.6786"
"1052","0.687","0.687","0.687"
"1053","0.6545","0.6545","0.6545"
"1054","0.6425","0.6425","0.6425"
"1055","0.6425","0.6425","0.6425"
"1056","0.6826","0.6826","0.6826"
"1057","0.6417","0.6417","0.6417"
"1058","0.6734","0.6734","0.6734"
"1059","0.6522","0.6522","0.6522"
"1060","0.5779","0.5779","0.5779"
"1061","0.6005","0.6005","0.6005"
"1062","0.6355","0.6355","0.6355"
"1063","0.6841","0.6841","0.6841"
"1064","0.6461","0.6461","0.6461"
"1065","0.5872","0.5872","0.5872"
"1066","0.6652","0.6652","0.6652"
"1067","0.6831","0.6831","0.6831"
"1068","0.6172","0.6172","0.6172"
"1069","0.6663","0.6663","0.6663"
"1070","0.641","0.641","0.641"
"1071","0.6436","0.6436","0.6436"
"1072","0.6677","0.6677","0.6677"
"1073","0.6822","0.6822","0.6822"
"1074","0.6214","0.6214","0.6214"
"1075","0.6851","0.6851","0.6851"
"1076","0.6482","0.6482","0.6482"
"1077","0.444","0.444","0.444"
"1078","0.4275","0.4275","0.4275"
"1079","0.4491","0.4491","0.4491"
"1080","0.44","0.44","0.44"
"1081","0.4406","0.4406","0.4406"
"1082","0.4359","0.4359","0.4359"
"1083","0.4118","0.4118","0.4118"
"1084","0.4761","0.4761","0.4761"
"1085","0.4316","0.4316","0.4316"
"1086","0.4375","0.4375","0.4375"
"1087","0.4476","0.4476","0.4476"
"1088","0.4584","0.4584","0.4584"
"1089","0.4673","0.4673","0.4673"
"1090","0.4263","0.4263","0.4263"
"1091","0.4442","0.4442","0.4442"
"1092","0.4378","0.4378","0.4378"
"1093","0.4435","0.4435","0.4435"
"1094","0.4408","0.4408","0.4408"
"1095","0.4508","0.4508","0.4508"
"1096","0.4282","0.4282","0.4282"
"1097","0.4403","0.4403","0.4403"
"1098","0.43","0.43","0.43"
"1099","0.4498","0.4498","0.4498"
"1100","0.4413","0.4413","0.4413"
"1101","0.4255","0.4255","0.4255"
"1102","0.433","0.433","0.433"
"1103","0.4439","0.4439","0.4439"
"1104","0.4174","0.4174","0.4174"
"1105","0.4393","0.4393","0.4393"
"1106","0.4084","0.4084","0.4084"
"1107","0.453","0.453","0.453"
"1108","0.4282","0.4282","0.4282"
"1109","0.4179","0.4179","0.4179"
"1110","0.4667","0.4667","0.4667"
"1111","0.4278","0.4278","0.4278"
"1112","0.4204","0.4204","0.4204"
"1113","0.3844","0.3844","0.3844"
"1114","0.4606","0.4606","0.4606"
"1115","0.4615","0.4615","0.4615"
"1116","0.4486","0.4486","0.4486"
"1117","0.4342","0.4342","0.4342"
"1118","0.4877","0.4877","0.4877"
"1119","0.4725","0.4725","0.4725"
"1120","0.4525","0.4525","0.4525"
"1121","0.445","0.445","0.445"
"1122","0.4571","0.4571","0.4571"
"1123","0.4089","0.4089","0.4089"
"1124","0.4411","0.4411","0.4411"
"1125","0.4386","0.4386","0.4386"
"1126","0.4461","0.4461","0.4461"
"1127","0.4506","0.4506","0.4506"
"1128","0.4195","0.4195","0.4195"
"1129","0.4593","0.4593","0.4593"
"1130","0.4337","0.4337","0.4337"
"1131","0.4175","0.4175","0.4175"
"1132","0.4517","0.4517","0.4517"
"1133","0.4306","0.4306","0.4306"
"1134","0.4234","0.4234","0.4234"
"1135","0.4718","0.4718","0.4718"
"1136","0.4428","0.4428","0.4428"
"1137","0.4089","0.4089","0.4089"
"1138","0.4313","0.4313","0.4313"
"1139","0.441","0.441","0.441"
"1140","0.399","0.399","0.399"
"1141","0.416","0.416","0.416"
"1142","0.445","0.445","0.445"
"1143","0.4238","0.4238","0.4238"
"1144","0.4231","0.4231","0.4231"
"1145","0.448","0.448","0.448"
"1146","0.4583","0.4583","0.4583"
"1147","0.4466","0.4466","0.4466"
"1148","0.4491","0.4491","0.4491"
"1149","0.4302","0.4302","0.4302"
"1150","0.4332","0.4332","0.4332"
"1151","0.4541","0.4541","0.4541"
"1152","0.4684","0.4684","0.4684"
"1153","0.4961","0.4961","0.4961"
"1154","0.4241","0.4241","0.4241"
"1155","0.4141","0.4141","0.4141"
"1156","0.4295","0.4295","0.4295"
"1157","0.4645","0.4645","0.4645"
"1158","0.424","0.424","0.424"
"1159","0.445","0.445","0.445"
"1160","0.4601","0.4601","0.4601"
"1161","0.4424","0.4424","0.4424"
"1162","0.4694","0.4694","0.4694"
"1163","0.4431","0.4431","0.4431"
"1164","0.4425","0.4425","0.4425"
"1165","0.4741","0.4741","0.4741"
"1166","0.4388","0.4388","0.4388"
"1167","0.4237","0.4237","0.4237"
"1168","0.4049","0.4049","0.4049"
"1169","0.4381","0.4381","0.4381"
"1170","0.4307","0.4307","0.4307"
"1171","0.435","0.435","0.435"
"1172","0.4322","0.4322","0.4322"
"1173","0.4849","0.4849","0.4849"
"1174","0.4358","0.4358","0.4358"
"1175","0.4431","0.4431","0.4431"
"1176","0.4844","0.4844","0.4844"
"1177","0.4169","0.4169","0.4169"
"1178","0.461","0.461","0.461"
"1179","0.4488","0.4488","0.4488"
"1180","0.4394","0.4394","0.4394"
"1181","0.4499","0.4499","0.4499"
"1182","0.465","0.465","0.465"
"1183","0.4552","0.4552","0.4552"
"1184","0.4476","0.4476","0.4476"
"1185","0.4575","0.4575","0.4575"
"1186","0.4325","0.4325","0.4325"
"1187","0.4641","0.4641","0.4641"
"1188","0.4646","0.4646","0.4646"
"1189","0.4333","0.4333","0.4333"
"1190","0.4372","0.4372","0.4372"
"1191","0.4362","0.4362","0.4362"
"1192","0.4173","0.4173","0.4173"
"1193","0.4507","0.4507","0.4507"
"1194","0.4581","0.4581","0.4581"
"1195","0.4965","0.4965","0.4965"
"1196","0.4556","0.4556","0.4556"
"1197","0.4888","0.4888","0.4888"
"1198","0.4927","0.4927","0.4927"
"1199","0.4454","0.4454","0.4454"
"1200","0.4469","0.4469","0.4469"
"1201","0.4792","0.4792","0.4792"
"1202","0.4151","0.4151","0.4151"
"1203","0.48","0.48","0.48"
"1204","0.4902","0.4902","0.4902"
"1205","0.4718","0.4718","0.4718"
"1206","0.4883","0.4883","0.4883"
"1207","0.4755","0.4755","0.4755"
"1208","0.4881","0.4881","0.4881"
"1209","0.5191","0.5191","0.5191"
"1210","0.5032","0.5032","0.5032"
"1211","0.3627","0.3627","0.3627"
"1212","0.3199","0.3199","0.3199"
"1213","0.2897","0.2897","0.2897"
"1214","0.3204","0.3204","0.3204"
"1215","0.2637","0.2637","0.2637"
"1216","0.2851","0.2851","0.2851"
"1217","0.3257","0.3257","0.3257"
"1218","0.3004","0.3004","0.3004"
"1219","0.2905","0.2905","0.2905"
"1220","0.2722","0.2722","0.2722"
"1221","0.2942","0.2942","0.2942"
"1222","0.3314","0.3314","0.3314"
"1223","0.2696","0.2696","0.2696"
"1224","0.2973","0.2973","0.2973"
"1225","0.3076","0.3076","0.3076"
"1226","0.2867","0.2867","0.2867"
"1227","0.2755","0.2755","0.2755"
"1228","0.2634","0.2634","0.2634"
"1229","0.2753","0.2753","0.2753"
"1230","0.2771","0.2771","0.2771"
"1231","0.2826","0.2826","0.2826"
"1232","0.2641","0.2641","0.2641"
"1233","0.2932","0.2932","0.2932"
"1234","0.2859","0.2859","0.2859"
"1235","0.3094","0.3094","0.3094"
"1236","0.2747","0.2747","0.2747"
"1237","0.304","0.304","0.304"
"1238","0.2986","0.2986","0.2986"
"1239","0.2758","0.2758","0.2758"
"1240","0.2836","0.2836","0.2836"
"1241","0.2845","0.2845","0.2845"
"1242","0.2763","0.2763","0.2763"
"1243","0.3264","0.3264","0.3264"
"1244","0.2973","0.2973","0.2973"
"1245","0.3085","0.3085","0.3085"
"1246","0.2622","0.2622","0.2622"
"1247","0.2743","0.2743","0.2743"
"1248","0.3001","0.3001","0.3001"
"1249","0.2909","0.2909","0.2909"
"1250","0.2882","0.2882","0.2882"
"1251","0.2795","0.2795","0.2795"
"1252","0.3068","0.3068","0.3068"
"1253","0.3028","0.3028","0.3028"
"1254","0.2809","0.2809","0.2809"
"1255","0.3055","0.3055","0.3055"
"1256","0.2532","0.2532","0.2532"
"1257","0.3105","0.3105","0.3105"
"1258","0.2976","0.2976","0.2976"
"1259","0.2932","0.2932","0.2932"
"1260","0.2953","0.2953","0.2953"
"1261","0.2869","0.2869","0.2869"
"1262","0.2895","0.2895","0.2895"
"1263","0.2759","0.2759","0.2759"
"1264","0.2834","0.2834","0.2834"
"1265","0.3156","0.3156","0.3156"
"1266","0.2959","0.2959","0.2959"
"1267","0.3088","0.3088","0.3088"
"1268","0.3391","0.3391","0.3391"
"1269","0.3004","0.3004","0.3004"
"1270","0.3327","0.3327","0.3327"
"1271","0.2768","0.2768","0.2768"
"1272","0.269","0.269","0.269"
"1273","0.2938","0.2938","0.2938"
"1274","0.2827","0.2827","0.2827"
"1275","0.2987","0.2987","0.2987"
"1276","0.3122","0.3122","0.3122"
"1277","0.2869","0.2869","0.2869"
"1278","0.3077","0.3077","0.3077"
"1279","0.2982","0.2982","0.2982"
"1280","0.2787","0.2787","0.2787"
"1281","0.3264","0.3264","0.3264"
"1282","0.2594","0.2594","0.2594"
"1283","0.3163","0.3163","0.3163"
"1284","0.3028","0.3028","0.3028"
"1285","0.2883","0.2883","0.2883"
"1286","0.3044","0.3044","0.3044"
"1287","0.3237","0.3237","0.3237"
"1288","0.3061","0.3061","0.3061"
"1289","0.3165","0.3165","0.3165"
"1290","0.3059","0.3059","0.3059"
"1291","0.3114","0.3114","0.3114"
"1292","0.2915","0.2915","0.2915"
"1293","0.3482","0.3482","0.3482"
"1294","0.3001","0.3001","0.3001"
"1295","0.2899","0.2899","0.2899"
"1296","0.2969","0.2969","0.2969"
"1297","0.2796","0.2796","0.2796"
"1298","0.2958","0.2958","0.2958"
"1299","0.3341","0.3341","0.3341"
"1300","0.3037","0.3037","0.3037"
"1301","0.3191","0.3191","0.3191"
"1302","0.2895","0.2895","0.2895"
"1303","0.3155","0.3155","0.3155"
"1304","0.2972","0.2972","0.2972"
"1305","0.3361","0.3361","0.3361"
"1306","0.2968","0.2968","0.2968"
"1307","0.3077","0.3077","0.3077"
"1308","0.3184","0.3184","0.3184"
"1309","0.3118","0.3118","0.3118"
"1310","0.2998","0.2998","0.2998"
"1311","0.3036","0.3036","0.3036"
"1312","0.2728","0.2728","0.2728"
"1313","0.3235","0.3235","0.3235"
"1314","0.3038","0.3038","0.3038"
"1315","0.2863","0.2863","0.2863"
"1316","0.2859","0.2859","0.2859"
"1317","0.3039","0.3039","0.3039"
"1318","0.2785","0.2785","0.2785"
"1319","0.2814","0.2814","0.2814"
"1320","0.3014","0.3014","0.3014"
"1321","0.2768","0.2768","0.2768"
"1322","0.2995","0.2995","0.2995"
"1323","0.2881","0.2881","0.2881"
"1324","0.3069","0.3069","0.3069"
"1325","0.3012","0.3012","0.3012"
"1326","0.3286","0.3286","0.3286"
"1327","0.2946","0.2946","0.2946"
"1328","0.3153","0.3153","0.3153"
"1329","0.2921","0.2921","0.2921"
"1330","0.3117","0.3117","0.3117"
"1331","0.3001","0.3001","0.3001"
"1332","0.2943","0.2943","0.2943"
"1333","0.327","0.327","0.327"
"1334","0.3442","0.3442","0.3442"
"1335","0.3323","0.3323","0.3323"
"1336","0.3428","0.3428","0.3428"
"1337","0.2865","0.2865","0.2865"
"1338","0.3058","0.3058","0.3058"
"1339","0.3008","0.3008","0.3008"
"1340","0.3052","0.3052","0.3052"
"1341","0.3002","0.3002","0.3002"
"1342","0.2915","0.2915","0.2915"
"1343","0.3022","0.3022","0.3022"
"1344","0.3345","0.3345","0.3345"
"1345","0.3061","0.3061","0.3061"
"1346","0.2006","0.2006","0.2006"
"1347","0.178","0.178","0.178"
"1348","0.2031","0.2031","0.2031"
"1349","0.1823","0.1823","0.1823"
"1350","0.1852","0.1852","0.1852"
"1351","0.1971","0.1971","0.1971"
"1352","0.1802","0.1802","0.1802"
"1353","0.177","0.177","0.177"
"1354","0.1821","0.1821","0.1821"
"1355","0.1974","0.1974","0.1974"
"1356","0.1802","0.1802","0.1802"
"1357","0.1785","0.1785","0.1785"
"1358","0.1905","0.1905","0.1905"
"1359","0.1973","0.1973","0.1973"
"1360","0.1829","0.1829","0.1829"
"1361","0.2018","0.2018","0.2018"
"1362","0.207","0.207","0.207"
"1363","0.2021","0.2021","0.2021"
"1364","0.1976","0.1976","0.1976"
"1365","0.1962","0.1962","0.1962"
"1366","0.1861","0.1861","0.1861"
"1367","0.1856","0.1856","0.1856"
"1368","0.2075","0.2075","0.2075"
"1369","0.1997","0.1997","0.1997"
"1370","0.1963","0.1963","0.1963"
"1371","0.1843","0.1843","0.1843"
"1372","0.1803","0.1803","0.1803"
"1373","0.1983","0.1983","0.1983"
"1374","0.2009","0.2009","0.2009"
"1375","0.1776","0.1776","0.1776"
"1376","0.1974","0.1974","0.1974"
"1377","0.1905","0.1905","0.1905"
"1378","0.1872","0.1872","0.1872"
"1379","0.1751","0.1751","0.1751"
"1380","0.1718","0.1718","0.1718"
"1381","0.1838","0.1838","0.1838"
"1382","0.1703","0.1703","0.1703"
"1383","0.1765","0.1765","0.1765"
"1384","0.1796","0.1796","0.1796"
"1385","0.1865","0.1865","0.1865"
"1386","0.196","0.196","0.196"
"1387","0.176","0.176","0.176"
"1388","0.2069","0.2069","0.2069"
"1389","0.1772","0.1772","0.1772"
"1390","0.1878","0.1878","0.1878"
"1391","0.1947","0.1947","0.1947"
"1392","0.2006","0.2006","0.2006"
"1393","0.1829","0.1829","0.1829"
"1394","0.1839","0.1839","0.1839"
"1395","0.1897","0.1897","0.1897"
"1396","0.1842","0.1842","0.1842"
"1397","0.1851","0.1851","0.1851"
"1398","0.1859","0.1859","0.1859"
"1399","0.1908","0.1908","0.1908"
"1400","0.1879","0.1879","0.1879"
"1401","0.1782","0.1782","0.1782"
"1402","0.2035","0.2035","0.2035"
"1403","0.2099","0.2099","0.2099"
"1404","0.1805","0.1805","0.1805"
"1405","0.2186","0.2186","0.2186"
"1406","0.1868","0.1868","0.1868"
"1407","0.2042","0.2042","0.2042"
"1408","0.1939","0.1939","0.1939"
"1409","0.177","0.177","0.177"
"1410","0.2033","0.2033","0.2033"
"1411","0.2003","0.2003","0.2003"
"1412","0.2019","0.2019","0.2019"
"1413","0.1939","0.1939","0.1939"
"1414","0.191","0.191","0.191"
"1415","0.1717","0.1717","0.1717"
"1416","0.1849","0.1849","0.1849"
"1417","0.2047","0.2047","0.2047"
"1418","0.2019","0.2019","0.2019"
"1419","0.1901","0.1901","0.1901"
"1420","0.186","0.186","0.186"
"1421","0.1839","0.1839","0.1839"
"1422","0.205","0.205","0.205"
"1423","0.1845","0.1845","0.1845"
"1424","0.2039","0.2039","0.2039"
"1425","0.1845","0.1845","0.1845"
"1426","0.1772","0.1772","0.1772"
"1427","0.2265","0.2265","0.2265"
"1428","0.2149","0.2149","0.2149"
"1429","0.2116","0.2116","0.2116"
"1430","0.2005","0.2005","0.2005"
"1431","0.2141","0.2141","0.2141"
"1432","0.199","0.199","0.199"
"1433","0.1765","0.1765","0.1765"
"1434","0.1853","0.1853","0.1853"
"1435","0.176","0.176","0.176"
"1436","0.2035","0.2035","0.2035"
"1437","0.1912","0.1912","0.1912"
"1438","0.2031","0.2031","0.2031"
"1439","0.1868","0.1868","0.1868"
"1440","0.1925","0.1925","0.1925"
"1441","0.222","0.222","0.222"
"1442","0.1911","0.1911","0.1911"
"1443","0.1888","0.1888","0.1888"
"1444","0.175","0.175","0.175"
"1445","0.2006","0.2006","0.2006"
"1446","0.1892","0.1892","0.1892"
"1447","0.1977","0.1977","0.1977"
"1448","0.2243","0.2243","0.2243"
"1449","0.1957","0.1957","0.1957"
"1450","0.206","0.206","0.206"
"1451","0.1883","0.1883","0.1883"
"1452","0.2133","0.2133","0.2133"
"1453","0.1913","0.1913","0.1913"
