"Step","../output/proxy_Cleaned_date.json - train/loss","../output/proxy_Cleaned_date.json - train/loss__MIN","../output/proxy_Cleaned_date.json - train/loss__MAX"
"1454","0.214","0.214","0.214"
"1455","0.1856","0.1856","0.1856"
"1456","0.2092","0.2092","0.2092"
"1457","0.183","0.183","0.183"
"1458","0.207","0.207","0.207"
"1459","0.1922","0.1922","0.1922"
"1460","0.198","0.198","0.198"
"1461","0.2061","0.2061","0.2061"
"1462","0.2011","0.2011","0.2011"
"1463","0.1877","0.1877","0.1877"
"1464","0.1867","0.1867","0.1867"
"1465","0.171","0.171","0.171"
"1466","0.1801","0.1801","0.1801"
"1467","0.2004","0.2004","0.2004"
"1468","0.1934","0.1934","0.1934"
"1469","0.1954","0.1954","0.1954"
"1470","0.2005","0.2005","0.2005"
"1471","0.2006","0.2006","0.2006"
"1472","0.1997","0.1997","0.1997"
"1473","0.2245","0.2245","0.2245"
"1474","0.1956","0.1956","0.1956"
"1475","0.1967","0.1967","0.1967"
"1476","0.1963","0.1963","0.1963"
"1477","0.1979","0.1979","0.1979"
"1478","0.2144","0.2144","0.2144"
"1479","0.1989","0.1989","0.1989"
"1480","0.1833","0.1833","0.1833"
"1481","0.1352","0.1352","0.1352"
"1482","0.1094","0.1094","0.1094"
"1483","0.1209","0.1209","0.1209"
"1484","0.1211","0.1211","0.1211"
"1485","0.1146","0.1146","0.1146"
"1486","0.1119","0.1119","0.1119"
"1487","0.1159","0.1159","0.1159"
"1488","0.1115","0.1115","0.1115"
"1489","0.1266","0.1266","0.1266"
"1490","0.1164","0.1164","0.1164"
"1491","0.1009","0.1009","0.1009"
"1492","0.118","0.118","0.118"
"1493","0.1193","0.1193","0.1193"
"1494","0.1149","0.1149","0.1149"
"1495","0.1129","0.1129","0.1129"
"1496","0.1196","0.1196","0.1196"
"1497","0.1137","0.1137","0.1137"
"1498","0.1015","0.1015","0.1015"
"1499","0.1173","0.1173","0.1173"
"1500","0.1344","0.1344","0.1344"
"1501","0.1077","0.1077","0.1077"
"1502","0.1159","0.1159","0.1159"
"1503","0.1112","0.1112","0.1112"
"1504","0.1181","0.1181","0.1181"
"1505","0.1159","0.1159","0.1159"
"1506","0.1313","0.1313","0.1313"
"1507","0.1071","0.1071","0.1071"
"1508","0.1255","0.1255","0.1255"
"1509","0.1218","0.1218","0.1218"
"1510","0.1311","0.1311","0.1311"
"1511","0.1267","0.1267","0.1267"
"1512","0.1198","0.1198","0.1198"
"1513","0.125","0.125","0.125"
"1514","0.1276","0.1276","0.1276"
"1515","0.1277","0.1277","0.1277"
"1516","0.1135","0.1135","0.1135"
"1517","0.1357","0.1357","0.1357"
"1518","0.1146","0.1146","0.1146"
"1519","0.1252","0.1252","0.1252"
"1520","0.127","0.127","0.127"
"1521","0.1294","0.1294","0.1294"
"1522","0.1159","0.1159","0.1159"
"1523","0.128","0.128","0.128"
"1524","0.1188","0.1188","0.1188"
"1525","0.1136","0.1136","0.1136"
"1526","0.1165","0.1165","0.1165"
"1527","0.1228","0.1228","0.1228"
"1528","0.1229","0.1229","0.1229"
"1529","0.1108","0.1108","0.1108"
"1530","0.1114","0.1114","0.1114"
"1531","0.132","0.132","0.132"
"1532","0.1244","0.1244","0.1244"
"1533","0.1376","0.1376","0.1376"
"1534","0.1154","0.1154","0.1154"
"1535","0.1205","0.1205","0.1205"
"1536","0.1298","0.1298","0.1298"
"1537","0.1212","0.1212","0.1212"
"1538","0.1224","0.1224","0.1224"
"1539","0.1268","0.1268","0.1268"
"1540","0.1276","0.1276","0.1276"
"1541","0.1211","0.1211","0.1211"
"1542","0.1335","0.1335","0.1335"
"1543","0.136","0.136","0.136"
"1544","0.1187","0.1187","0.1187"
"1545","0.1218","0.1218","0.1218"
"1546","0.122","0.122","0.122"
"1547","0.1144","0.1144","0.1144"
"1548","0.1091","0.1091","0.1091"
"1549","0.1102","0.1102","0.1102"
"1550","0.1271","0.1271","0.1271"
"1551","0.1276","0.1276","0.1276"
"1552","0.1294","0.1294","0.1294"
"1553","0.1211","0.1211","0.1211"
"1554","0.1203","0.1203","0.1203"
"1555","0.119","0.119","0.119"
"1556","0.1308","0.1308","0.1308"
"1557","0.1199","0.1199","0.1199"
"1558","0.137","0.137","0.137"
"1559","0.1238","0.1238","0.1238"
"1560","0.1243","0.1243","0.1243"
"1561","0.1321","0.1321","0.1321"
"1562","0.1289","0.1289","0.1289"
"1563","0.1307","0.1307","0.1307"
"1564","0.1322","0.1322","0.1322"
"1565","0.134","0.134","0.134"
"1566","0.1271","0.1271","0.1271"
"1567","0.1246","0.1246","0.1246"
"1568","0.1238","0.1238","0.1238"
"1569","0.145","0.145","0.145"
"1570","0.1385","0.1385","0.1385"
"1571","0.1225","0.1225","0.1225"
"1572","0.1215","0.1215","0.1215"
"1573","0.1253","0.1253","0.1253"
"1574","0.1267","0.1267","0.1267"
"1575","0.1248","0.1248","0.1248"
"1576","0.1297","0.1297","0.1297"
"1577","0.1297","0.1297","0.1297"
"1578","0.1282","0.1282","0.1282"
"1579","0.131","0.131","0.131"
"1580","0.1094","0.1094","0.1094"
"1581","0.1404","0.1404","0.1404"
"1582","0.1278","0.1278","0.1278"
"1583","0.1347","0.1347","0.1347"
"1584","0.1275","0.1275","0.1275"
"1585","0.1418","0.1418","0.1418"
"1586","0.1212","0.1212","0.1212"
"1587","0.1514","0.1514","0.1514"
"1588","0.1424","0.1424","0.1424"
"1589","0.1376","0.1376","0.1376"
"1590","0.1328","0.1328","0.1328"
"1591","0.1393","0.1393","0.1393"
"1592","0.1408","0.1408","0.1408"
"1593","0.1378","0.1378","0.1378"
"1594","0.1304","0.1304","0.1304"
"1595","0.1042","0.1042","0.1042"
"1596","0.1186","0.1186","0.1186"
"1597","0.125","0.125","0.125"
"1598","0.1341","0.1341","0.1341"
"1599","0.1363","0.1363","0.1363"
"1600","0.1218","0.1218","0.1218"
"1601","0.1351","0.1351","0.1351"
"1602","0.1348","0.1348","0.1348"
"1603","0.1279","0.1279","0.1279"
"1604","0.1361","0.1361","0.1361"
"1605","0.1403","0.1403","0.1403"
"1606","0.1197","0.1197","0.1197"
"1607","0.1331","0.1331","0.1331"
"1608","0.1201","0.1201","0.1201"
"1609","0.132","0.132","0.132"
"1610","0.1389","0.1389","0.1389"
"1611","0.1193","0.1193","0.1193"
"1612","0.143","0.143","0.143"
"1613","0.1301","0.1301","0.1301"
"1614","0.125","0.125","0.125"
"1615","0.1092","0.1092","0.1092"
"1616","0.0769","0.0769","0.0769"
"1617","0.0751","0.0751","0.0751"
"1618","0.0833","0.0833","0.0833"
"1619","0.0827","0.0827","0.0827"
"1620","0.0728","0.0728","0.0728"
"1621","0.0838","0.0838","0.0838"
"1622","0.0772","0.0772","0.0772"
"1623","0.0781","0.0781","0.0781"
"1624","0.0824","0.0824","0.0824"
"1625","0.0772","0.0772","0.0772"
"1626","0.0737","0.0737","0.0737"
"1627","0.0847","0.0847","0.0847"
"1628","0.0725","0.0725","0.0725"
"1629","0.0774","0.0774","0.0774"
"1630","0.0751","0.0751","0.0751"
"1631","0.0731","0.0731","0.0731"
"1632","0.0723","0.0723","0.0723"
"1633","0.0677","0.0677","0.0677"
"1634","0.076","0.076","0.076"
"1635","0.0756","0.0756","0.0756"
"1636","0.0756","0.0756","0.0756"
"1637","0.0867","0.0867","0.0867"
"1638","0.0774","0.0774","0.0774"
"1639","0.0858","0.0858","0.0858"
"1640","0.0752","0.0752","0.0752"
"1641","0.0786","0.0786","0.0786"
"1642","0.0698","0.0698","0.0698"
"1643","0.08","0.08","0.08"
"1644","0.0877","0.0877","0.0877"
"1645","0.0801","0.0801","0.0801"
"1646","0.0846","0.0846","0.0846"
"1647","0.0864","0.0864","0.0864"
"1648","0.0889","0.0889","0.0889"
"1649","0.0735","0.0735","0.0735"
"1650","0.0899","0.0899","0.0899"
"1651","0.0748","0.0748","0.0748"
"1652","0.0816","0.0816","0.0816"
"1653","0.0743","0.0743","0.0743"
"1654","0.0752","0.0752","0.0752"
"1655","0.074","0.074","0.074"
"1656","0.0831","0.0831","0.0831"
"1657","0.0727","0.0727","0.0727"
"1658","0.0837","0.0837","0.0837"
"1659","0.0881","0.0881","0.0881"
"1660","0.0945","0.0945","0.0945"
"1661","0.0845","0.0845","0.0845"
"1662","0.0779","0.0779","0.0779"
"1663","0.0797","0.0797","0.0797"
"1664","0.0844","0.0844","0.0844"
"1665","0.0859","0.0859","0.0859"
"1666","0.079","0.079","0.079"
"1667","0.0853","0.0853","0.0853"
"1668","0.0843","0.0843","0.0843"
"1669","0.0871","0.0871","0.0871"
"1670","0.0854","0.0854","0.0854"
"1671","0.0835","0.0835","0.0835"
"1672","0.0914","0.0914","0.0914"
"1673","0.0913","0.0913","0.0913"
"1674","0.0834","0.0834","0.0834"
"1675","0.0812","0.0812","0.0812"
"1676","0.082","0.082","0.082"
"1677","0.0845","0.0845","0.0845"
"1678","0.0952","0.0952","0.0952"
"1679","0.0822","0.0822","0.0822"
"1680","0.089","0.089","0.089"
"1681","0.0774","0.0774","0.0774"
"1682","0.0921","0.0921","0.0921"
"1683","0.0852","0.0852","0.0852"
"1684","0.0772","0.0772","0.0772"
"1685","0.0864","0.0864","0.0864"
"1686","0.0835","0.0835","0.0835"
"1687","0.0865","0.0865","0.0865"
"1688","0.0895","0.0895","0.0895"
"1689","0.0856","0.0856","0.0856"
"1690","0.0863","0.0863","0.0863"
"1691","0.0737","0.0737","0.0737"
"1692","0.0926","0.0926","0.0926"
"1693","0.0961","0.0961","0.0961"
"1694","0.0781","0.0781","0.0781"
"1695","0.0888","0.0888","0.0888"
"1696","0.0981","0.0981","0.0981"
"1697","0.0812","0.0812","0.0812"
"1698","0.0805","0.0805","0.0805"
"1699","0.0902","0.0902","0.0902"
"1700","0.0977","0.0977","0.0977"
"1701","0.0961","0.0961","0.0961"
"1702","0.0794","0.0794","0.0794"
"1703","0.0911","0.0911","0.0911"
"1704","0.0805","0.0805","0.0805"
"1705","0.0957","0.0957","0.0957"
"1706","0.0898","0.0898","0.0898"
"1707","0.0826","0.0826","0.0826"
"1708","0.0891","0.0891","0.0891"
"1709","0.0818","0.0818","0.0818"
"1710","0.0815","0.0815","0.0815"
"1711","0.0806","0.0806","0.0806"
"1712","0.092","0.092","0.092"
"1713","0.0884","0.0884","0.0884"
"1714","0.0909","0.0909","0.0909"
"1715","0.0915","0.0915","0.0915"
"1716","0.0963","0.0963","0.0963"
"1717","0.0817","0.0817","0.0817"
"1718","0.086","0.086","0.086"
"1719","0.0816","0.0816","0.0816"
"1720","0.0839","0.0839","0.0839"
"1721","0.0902","0.0902","0.0902"
"1722","0.0934","0.0934","0.0934"
"1723","0.0812","0.0812","0.0812"
"1724","0.0881","0.0881","0.0881"
"1725","0.0934","0.0934","0.0934"
"1726","0.0881","0.0881","0.0881"
"1727","0.0817","0.0817","0.0817"
"1728","0.0863","0.0863","0.0863"
"1729","0.1007","0.1007","0.1007"
"1730","0.0989","0.0989","0.0989"
"1731","0.0966","0.0966","0.0966"
"1732","0.0904","0.0904","0.0904"
"1733","0.0969","0.0969","0.0969"
"1734","0.096","0.096","0.096"
"1735","0.0902","0.0902","0.0902"
"1736","0.0841","0.0841","0.0841"
"1737","0.0864","0.0864","0.0864"
"1738","0.0879","0.0879","0.0879"
"1739","0.0889","0.0889","0.0889"
"1740","0.0868","0.0868","0.0868"
"1741","0.0943","0.0943","0.0943"
"1742","0.0991","0.0991","0.0991"
"1743","0.0862","0.0862","0.0862"
"1744","0.0876","0.0876","0.0876"
"1745","0.0922","0.0922","0.0922"
"1746","0.0914","0.0914","0.0914"
"1747","0.0894","0.0894","0.0894"
"1748","0.1015","0.1015","0.1015"
"1749","0.0928","0.0928","0.0928"
"1750","0.0569","0.0569","0.0569"
"1751","0.0611","0.0611","0.0611"
"1752","0.0571","0.0571","0.0571"
"1753","0.051","0.051","0.051"
"1754","0.0621","0.0621","0.0621"
"1755","0.0525","0.0525","0.0525"
"1756","0.0568","0.0568","0.0568"
"1757","0.0461","0.0461","0.0461"
"1758","0.0613","0.0613","0.0613"
"1759","0.0539","0.0539","0.0539"
"1760","0.0562","0.0562","0.0562"
"1761","0.0561","0.0561","0.0561"
"1762","0.0582","0.0582","0.0582"
"1763","0.0541","0.0541","0.0541"
"1764","0.0609","0.0609","0.0609"
"1765","0.0614","0.0614","0.0614"
"1766","0.0572","0.0572","0.0572"
"1767","0.0583","0.0583","0.0583"
"1768","0.0581","0.0581","0.0581"
"1769","0.0621","0.0621","0.0621"
"1770","0.0555","0.0555","0.0555"
"1771","0.068","0.068","0.068"
"1772","0.0581","0.0581","0.0581"
"1773","0.0616","0.0616","0.0616"
"1774","0.0545","0.0545","0.0545"
"1775","0.0553","0.0553","0.0553"
"1776","0.0568","0.0568","0.0568"
"1777","0.0594","0.0594","0.0594"
"1778","0.0593","0.0593","0.0593"
"1779","0.0644","0.0644","0.0644"
"1780","0.0612","0.0612","0.0612"
"1781","0.0628","0.0628","0.0628"
"1782","0.0594","0.0594","0.0594"
"1783","0.0547","0.0547","0.0547"
"1784","0.0593","0.0593","0.0593"
"1785","0.0666","0.0666","0.0666"
"1786","0.0632","0.0632","0.0632"
"1787","0.0642","0.0642","0.0642"
"1788","0.0659","0.0659","0.0659"
"1789","0.056","0.056","0.056"
"1790","0.0618","0.0618","0.0618"
"1791","0.0588","0.0588","0.0588"
"1792","0.0562","0.0562","0.0562"
"1793","0.0603","0.0603","0.0603"
"1794","0.0612","0.0612","0.0612"
"1795","0.0561","0.0561","0.0561"
"1796","0.0633","0.0633","0.0633"
"1797","0.0703","0.0703","0.0703"
"1798","0.0635","0.0635","0.0635"
"1799","0.0631","0.0631","0.0631"
"1800","0.0593","0.0593","0.0593"
"1801","0.0661","0.0661","0.0661"
"1802","0.0583","0.0583","0.0583"
"1803","0.0614","0.0614","0.0614"
"1804","0.0668","0.0668","0.0668"
"1805","0.0635","0.0635","0.0635"
"1806","0.0614","0.0614","0.0614"
"1807","0.0682","0.0682","0.0682"
"1808","0.0654","0.0654","0.0654"
"1809","0.0647","0.0647","0.0647"
"1810","0.0625","0.0625","0.0625"
"1811","0.0614","0.0614","0.0614"
"1812","0.0595","0.0595","0.0595"
"1813","0.0675","0.0675","0.0675"
"1814","0.0593","0.0593","0.0593"
"1815","0.0567","0.0567","0.0567"
"1816","0.0688","0.0688","0.0688"
"1817","0.0609","0.0609","0.0609"
"1818","0.0635","0.0635","0.0635"
"1819","0.0598","0.0598","0.0598"
"1820","0.0609","0.0609","0.0609"
"1821","0.0661","0.0661","0.0661"
"1822","0.0699","0.0699","0.0699"
"1823","0.0661","0.0661","0.0661"
"1824","0.0649","0.0649","0.0649"
"1825","0.0686","0.0686","0.0686"
"1826","0.064","0.064","0.064"
"1827","0.0584","0.0584","0.0584"
"1828","0.0639","0.0639","0.0639"
"1829","0.0657","0.0657","0.0657"
"1830","0.0586","0.0586","0.0586"
"1831","0.0666","0.0666","0.0666"
"1832","0.0615","0.0615","0.0615"
"1833","0.0651","0.0651","0.0651"
"1834","0.0596","0.0596","0.0596"
"1835","0.072","0.072","0.072"
"1836","0.064","0.064","0.064"
"1837","0.0551","0.0551","0.0551"
"1838","0.0699","0.0699","0.0699"
"1839","0.0639","0.0639","0.0639"
"1840","0.0584","0.0584","0.0584"
"1841","0.0677","0.0677","0.0677"
"1842","0.0605","0.0605","0.0605"
"1843","0.0648","0.0648","0.0648"
"1844","0.0654","0.0654","0.0654"
"1845","0.0647","0.0647","0.0647"
"1846","0.0639","0.0639","0.0639"
"1847","0.0641","0.0641","0.0641"
"1848","0.0641","0.0641","0.0641"
"1849","0.0729","0.0729","0.0729"
"1850","0.0699","0.0699","0.0699"
"1851","0.0631","0.0631","0.0631"
"1852","0.0598","0.0598","0.0598"
"1853","0.0571","0.0571","0.0571"
"1854","0.0623","0.0623","0.0623"
"1855","0.064","0.064","0.064"
"1856","0.0695","0.0695","0.0695"
"1857","0.068","0.068","0.068"
"1858","0.0598","0.0598","0.0598"
"1859","0.0665","0.0665","0.0665"
"1860","0.0656","0.0656","0.0656"
"1861","0.0661","0.0661","0.0661"
"1862","0.0751","0.0751","0.0751"
"1863","0.07","0.07","0.07"
"1864","0.0654","0.0654","0.0654"
"1865","0.0726","0.0726","0.0726"
"1866","0.0628","0.0628","0.0628"
"1867","0.0646","0.0646","0.0646"
"1868","0.0725","0.0725","0.0725"
"1869","0.0697","0.0697","0.0697"
"1870","0.0663","0.0663","0.0663"
"1871","0.0655","0.0655","0.0655"
"1872","0.0692","0.0692","0.0692"
"1873","0.0668","0.0668","0.0668"
"1874","0.0716","0.0716","0.0716"
"1875","0.0657","0.0657","0.0657"
"1876","0.0695","0.0695","0.0695"
"1877","0.067","0.067","0.067"
"1878","0.0696","0.0696","0.0696"
"1879","0.0726","0.0726","0.0726"
"1880","0.0782","0.0782","0.0782"
"1881","0.0653","0.0653","0.0653"
"1882","0.0627","0.0627","0.0627"
"1883","0.0642","0.0642","0.0642"
"1884","0.0638","0.0638","0.0638"
"1885","0.0459","0.0459","0.0459"
"1886","0.0419","0.0419","0.0419"
"1887","0.041","0.041","0.041"
"1888","0.0425","0.0425","0.0425"
"1889","0.0408","0.0408","0.0408"
"1890","0.0419","0.0419","0.0419"
"1891","0.0419","0.0419","0.0419"
"1892","0.0432","0.0432","0.0432"
"1893","0.0454","0.0454","0.0454"
"1894","0.0514","0.0514","0.0514"
"1895","0.0433","0.0433","0.0433"
"1896","0.0455","0.0455","0.0455"
"1897","0.0449","0.0449","0.0449"
"1898","0.0434","0.0434","0.0434"
"1899","0.0474","0.0474","0.0474"
"1900","0.0476","0.0476","0.0476"
"1901","0.0486","0.0486","0.0486"
"1902","0.0444","0.0444","0.0444"
"1903","0.0459","0.0459","0.0459"
"1904","0.0464","0.0464","0.0464"
"1905","0.0437","0.0437","0.0437"
"1906","0.0446","0.0446","0.0446"
"1907","0.0433","0.0433","0.0433"
"1908","0.0405","0.0405","0.0405"
"1909","0.0517","0.0517","0.0517"
"1910","0.0465","0.0465","0.0465"
"1911","0.0474","0.0474","0.0474"
"1912","0.042","0.042","0.042"
"1913","0.0462","0.0462","0.0462"
"1914","0.049","0.049","0.049"
"1915","0.0524","0.0524","0.0524"
"1916","0.0459","0.0459","0.0459"
"1917","0.047","0.047","0.047"
"1918","0.0489","0.0489","0.0489"
"1919","0.0444","0.0444","0.0444"
"1920","0.0453","0.0453","0.0453"
"1921","0.0515","0.0515","0.0515"
"1922","0.0472","0.0472","0.0472"
"1923","0.0464","0.0464","0.0464"
"1924","0.0511","0.0511","0.0511"
"1925","0.046","0.046","0.046"
"1926","0.0482","0.0482","0.0482"
"1927","0.0484","0.0484","0.0484"
"1928","0.0483","0.0483","0.0483"
"1929","0.0528","0.0528","0.0528"
"1930","0.0455","0.0455","0.0455"
"1931","0.0519","0.0519","0.0519"
"1932","0.0513","0.0513","0.0513"
"1933","0.0517","0.0517","0.0517"
"1934","0.0489","0.0489","0.0489"
"1935","0.0548","0.0548","0.0548"
"1936","0.0527","0.0527","0.0527"
"1937","0.0518","0.0518","0.0518"
"1938","0.0497","0.0497","0.0497"
"1939","0.0527","0.0527","0.0527"
"1940","0.0499","0.0499","0.0499"
"1941","0.0453","0.0453","0.0453"
"1942","0.0503","0.0503","0.0503"
"1943","0.0592","0.0592","0.0592"
"1944","0.0525","0.0525","0.0525"
"1945","0.0572","0.0572","0.0572"
"1946","0.0523","0.0523","0.0523"
"1947","0.0543","0.0543","0.0543"
"1948","0.0538","0.0538","0.0538"
"1949","0.0489","0.0489","0.0489"
"1950","0.049","0.049","0.049"
"1951","0.0495","0.0495","0.0495"
"1952","0.0539","0.0539","0.0539"
"1953","0.0526","0.0526","0.0526"
"1954","0.05","0.05","0.05"
"1955","0.055","0.055","0.055"
"1956","0.0516","0.0516","0.0516"
"1957","0.0569","0.0569","0.0569"
"1958","0.0561","0.0561","0.0561"
"1959","0.0525","0.0525","0.0525"
"1960","0.0455","0.0455","0.0455"
"1961","0.0551","0.0551","0.0551"
"1962","0.0498","0.0498","0.0498"
"1963","0.0506","0.0506","0.0506"
"1964","0.0567","0.0567","0.0567"
"1965","0.0512","0.0512","0.0512"
"1966","0.0553","0.0553","0.0553"
"1967","0.0516","0.0516","0.0516"
"1968","0.0533","0.0533","0.0533"
"1969","0.0506","0.0506","0.0506"
"1970","0.0512","0.0512","0.0512"
"1971","0.0532","0.0532","0.0532"
"1972","0.0551","0.0551","0.0551"
"1973","0.0579","0.0579","0.0579"
"1974","0.0537","0.0537","0.0537"
"1975","0.0512","0.0512","0.0512"
"1976","0.0501","0.0501","0.0501"
"1977","0.0497","0.0497","0.0497"
"1978","0.0531","0.0531","0.0531"
"1979","0.0624","0.0624","0.0624"
"1980","0.0549","0.0549","0.0549"
"1981","0.0545","0.0545","0.0545"
"1982","0.0524","0.0524","0.0524"
"1983","0.0466","0.0466","0.0466"
"1984","0.0552","0.0552","0.0552"
"1985","0.0508","0.0508","0.0508"
"1986","0.0498","0.0498","0.0498"
"1987","0.0553","0.0553","0.0553"
"1988","0.0622","0.0622","0.0622"
"1989","0.0549","0.0549","0.0549"
"1990","0.0532","0.0532","0.0532"
"1991","0.0544","0.0544","0.0544"
"1992","0.0553","0.0553","0.0553"
"1993","0.0517","0.0517","0.0517"
"1994","0.0553","0.0553","0.0553"
"1995","0.0533","0.0533","0.0533"
"1996","0.0528","0.0528","0.0528"
"1997","0.0509","0.0509","0.0509"
"1998","0.0576","0.0576","0.0576"
"1999","0.0522","0.0522","0.0522"
"2000","0.0553","0.0553","0.0553"
"2001","0.0556","0.0556","0.0556"
"2002","0.0506","0.0506","0.0506"
"2003","0.0498","0.0498","0.0498"
"2004","0.0556","0.0556","0.0556"
"2005","0.0555","0.0555","0.0555"
"2006","0.0532","0.0532","0.0532"
"2007","0.0504","0.0504","0.0504"
"2008","0.0556","0.0556","0.0556"
"2009","0.0561","0.0561","0.0561"
"2010","0.0502","0.0502","0.0502"
"2011","0.0553","0.0553","0.0553"
"2012","0.0527","0.0527","0.0527"
"2013","0.0555","0.0555","0.0555"
"2014","0.054","0.054","0.054"
"2015","0.0547","0.0547","0.0547"
"2016","0.0599","0.0599","0.0599"
"2017","0.0527","0.0527","0.0527"
"2018","0.0519","0.0519","0.0519"
"2019","0.0445","0.0445","0.0445"
"2020","0.0383","0.0383","0.0383"
"2021","0.0351","0.0351","0.0351"
"2022","0.0394","0.0394","0.0394"
"2023","0.036","0.036","0.036"
"2024","0.0358","0.0358","0.0358"
"2025","0.0419","0.0419","0.0419"
"2026","0.0362","0.0362","0.0362"
"2027","0.0348","0.0348","0.0348"
"2028","0.036","0.036","0.036"
"2029","0.0436","0.0436","0.0436"
"2030","0.0327","0.0327","0.0327"
"2031","0.0368","0.0368","0.0368"
"2032","0.0401","0.0401","0.0401"
"2033","0.0367","0.0367","0.0367"
"2034","0.0407","0.0407","0.0407"
"2035","0.0407","0.0407","0.0407"
"2036","0.0327","0.0327","0.0327"
"2037","0.0382","0.0382","0.0382"
"2038","0.0431","0.0431","0.0431"
"2039","0.0394","0.0394","0.0394"
"2040","0.0457","0.0457","0.0457"
"2041","0.0414","0.0414","0.0414"
"2042","0.0427","0.0427","0.0427"
"2043","0.0389","0.0389","0.0389"
"2044","0.0361","0.0361","0.0361"
"2045","0.0377","0.0377","0.0377"
"2046","0.0445","0.0445","0.0445"
"2047","0.0383","0.0383","0.0383"
"2048","0.0379","0.0379","0.0379"
"2049","0.0421","0.0421","0.0421"
"2050","0.041","0.041","0.041"
"2051","0.0433","0.0433","0.0433"
"2052","0.0465","0.0465","0.0465"
"2053","0.038","0.038","0.038"
"2054","0.0382","0.0382","0.0382"
"2055","0.0409","0.0409","0.0409"
"2056","0.0455","0.0455","0.0455"
"2057","0.0434","0.0434","0.0434"
"2058","0.0471","0.0471","0.0471"
"2059","0.0409","0.0409","0.0409"
"2060","0.0417","0.0417","0.0417"
"2061","0.0419","0.0419","0.0419"
"2062","0.0421","0.0421","0.0421"
"2063","0.0426","0.0426","0.0426"
"2064","0.0451","0.0451","0.0451"
"2065","0.0424","0.0424","0.0424"
"2066","0.0421","0.0421","0.0421"
"2067","0.0417","0.0417","0.0417"
"2068","0.0415","0.0415","0.0415"
"2069","0.0421","0.0421","0.0421"
"2070","0.0411","0.0411","0.0411"
"2071","0.0519","0.0519","0.0519"
"2072","0.0437","0.0437","0.0437"
"2073","0.039","0.039","0.039"
"2074","0.0424","0.0424","0.0424"
"2075","0.0403","0.0403","0.0403"
"2076","0.0408","0.0408","0.0408"
"2077","0.0393","0.0393","0.0393"
"2078","0.0473","0.0473","0.0473"
"2079","0.0415","0.0415","0.0415"
"2080","0.0413","0.0413","0.0413"
"2081","0.0378","0.0378","0.0378"
"2082","0.0439","0.0439","0.0439"
"2083","0.0443","0.0443","0.0443"
"2084","0.0417","0.0417","0.0417"
"2085","0.0455","0.0455","0.0455"
"2086","0.0464","0.0464","0.0464"
"2087","0.0472","0.0472","0.0472"
"2088","0.0446","0.0446","0.0446"
"2089","0.0477","0.0477","0.0477"
"2090","0.0387","0.0387","0.0387"
"2091","0.0435","0.0435","0.0435"
"2092","0.0488","0.0488","0.0488"
"2093","0.0403","0.0403","0.0403"
"2094","0.045","0.045","0.045"
"2095","0.0478","0.0478","0.0478"
"2096","0.0421","0.0421","0.0421"
"2097","0.047","0.047","0.047"
"2098","0.0423","0.0423","0.0423"
"2099","0.0431","0.0431","0.0431"
"2100","0.0447","0.0447","0.0447"
"2101","0.0477","0.0477","0.0477"
"2102","0.0477","0.0477","0.0477"
"2103","0.0413","0.0413","0.0413"
"2104","0.0408","0.0408","0.0408"
"2105","0.0457","0.0457","0.0457"
"2106","0.0393","0.0393","0.0393"
"2107","0.0508","0.0508","0.0508"
"2108","0.0446","0.0446","0.0446"
"2109","0.0436","0.0436","0.0436"
"2110","0.0422","0.0422","0.0422"
"2111","0.0478","0.0478","0.0478"
"2112","0.0458","0.0458","0.0458"
"2113","0.0435","0.0435","0.0435"
"2114","0.0446","0.0446","0.0446"
"2115","0.0447","0.0447","0.0447"
"2116","0.0465","0.0465","0.0465"
"2117","0.0483","0.0483","0.0483"
"2118","0.0424","0.0424","0.0424"
"2119","0.0438","0.0438","0.0438"
"2120","0.0443","0.0443","0.0443"
"2121","0.0438","0.0438","0.0438"
"2122","0.0452","0.0452","0.0452"
"2123","0.0456","0.0456","0.0456"
"2124","0.0421","0.0421","0.0421"
"2125","0.0417","0.0417","0.0417"
"2126","0.0484","0.0484","0.0484"
"2127","0.0467","0.0467","0.0467"
"2128","0.0436","0.0436","0.0436"
"2129","0.0453","0.0453","0.0453"
"2130","0.0443","0.0443","0.0443"
"2131","0.0436","0.0436","0.0436"
"2132","0.0482","0.0482","0.0482"
"2133","0.0419","0.0419","0.0419"
"2134","0.0492","0.0492","0.0492"
"2135","0.0486","0.0486","0.0486"
"2136","0.046","0.046","0.046"
"2137","0.0483","0.0483","0.0483"
"2138","0.0479","0.0479","0.0479"
"2139","0.0481","0.0481","0.0481"
"2140","0.0472","0.0472","0.0472"
"2141","0.0475","0.0475","0.0475"
"2142","0.0505","0.0505","0.0505"
"2143","0.0478","0.0478","0.0478"
"2144","0.0514","0.0514","0.0514"
"2145","0.0484","0.0484","0.0484"
"2146","0.0446","0.0446","0.0446"
"2147","0.0453","0.0453","0.0453"
"2148","0.046","0.046","0.046"
"2149","0.0492","0.0492","0.0492"
"2150","0.0521","0.0521","0.0521"
"2151","0.0496","0.0496","0.0496"
"2152","0.0492","0.0492","0.0492"
"2153","0.0429","0.0429","0.0429"
"2154","0.0294","0.0294","0.0294"
"2155","0.0339","0.0339","0.0339"
"2156","0.0303","0.0303","0.0303"
"2157","0.0347","0.0347","0.0347"
