"Step","../output/proxy_alpacmygavel.json - train/loss","../output/proxy_alpacmygavel.json - train/loss__MIN","../output/proxy_alpacmygavel.json - train/loss__MAX"
"721","0.0015","0.0015","0.0015"
"722","0.0016","0.0016","0.0016"
"723","0.001","0.001","0.001"
"724","0.0006","0.0006","0.0006"
"725","0.0012","0.0012","0.0012"
"726","0.0018","0.0018","0.0018"
"727","0.0015","0.0015","0.0015"
"728","0.0017","0.0017","0.0017"
"729","0.0023","0.0023","0.0023"
"730","0.0017","0.0017","0.0017"
"731","0.0012","0.0012","0.0012"
"732","0.002","0.002","0.002"
"733","0.0012","0.0012","0.0012"
"734","0.001","0.001","0.001"
"735","0.0013","0.0013","0.0013"
"736","0.0016","0.0016","0.0016"
"737","0.0014","0.0014","0.0014"
"738","0.0012","0.0012","0.0012"
"739","0.0015","0.0015","0.0015"
"740","0.0021","0.0021","0.0021"
"741","0.0005","0.0005","0.0005"
"742","0.0015","0.0015","0.0015"
"743","0.0011","0.0011","0.0011"
"744","0.0007","0.0007","0.0007"
"745","0.001","0.001","0.001"
"746","0.0016","0.0016","0.0016"
"747","0.0012","0.0012","0.0012"
"748","0.0009","0.0009","0.0009"
"749","0.0011","0.0011","0.0011"
"750","0.0014","0.0014","0.0014"
"751","0.001","0.001","0.001"
"752","0.001","0.001","0.001"
"753","0.0011","0.0011","0.0011"
"754","0.0012","0.0012","0.0012"
"755","0.0018","0.0018","0.0018"
"756","0.0012","0.0012","0.0012"
"757","0.0015","0.0015","0.0015"
"758","0.001","0.001","0.001"
"759","0.0012","0.0012","0.0012"
"760","0.0012","0.0012","0.0012"
"761","0.0011","0.0011","0.0011"
"762","0.0007","0.0007","0.0007"
"763","0.001","0.001","0.001"
"764","0.001","0.001","0.001"
"765","0.001","0.001","0.001"
"766","0.0017","0.0017","0.0017"
"767","0.001","0.001","0.001"
"768","0.0012","0.0012","0.0012"
"769","0.0011","0.0011","0.0011"
"770","0.0016","0.0016","0.0016"
"771","0.001","0.001","0.001"
"772","0.001","0.001","0.001"
"773","0.0012","0.0012","0.0012"
"774","0.0011","0.0011","0.0011"
"775","0.0012","0.0012","0.0012"
"776","0.0008","0.0008","0.0008"
"777","0.0014","0.0014","0.0014"
"778","0.001","0.001","0.001"
"779","0.0008","0.0008","0.0008"
"780","0.001","0.001","0.001"
"781","0.0008","0.0008","0.0008"
"782","0.0009","0.0009","0.0009"
"783","0.0011","0.0011","0.0011"
"784","0.0007","0.0007","0.0007"
"785","0.0011","0.0011","0.0011"
"786","0.0009","0.0009","0.0009"
"787","0.0007","0.0007","0.0007"
"788","0.001","0.001","0.001"
"789","0.0015","0.0015","0.0015"
"790","0.0007","0.0007","0.0007"
"791","0.0014","0.0014","0.0014"
"792","0.001","0.001","0.001"
"793","0.0007","0.0007","0.0007"
"794","0.001","0.001","0.001"
"795","0.001","0.001","0.001"
"796","0.0011","0.0011","0.0011"
"797","0.0006","0.0006","0.0006"
"798","0.001","0.001","0.001"
"799","0.0008","0.0008","0.0008"
"800","0.0009","0.0009","0.0009"
"801","0.0015","0.0015","0.0015"
"802","0.0007","0.0007","0.0007"
"803","0.0008","0.0008","0.0008"
"804","0.001","0.001","0.001"
"805","0.001","0.001","0.001"
"806","0.0011","0.0011","0.0011"
"807","0.0006","0.0006","0.0006"
"808","0.0014","0.0014","0.0014"
"809","0.0007","0.0007","0.0007"
"810","0.0012","0.0012","0.0012"
"811","0.0007","0.0007","0.0007"
"812","0.001","0.001","0.001"
"813","0.0008","0.0008","0.0008"
"814","0.001","0.001","0.001"
"815","0.0008","0.0008","0.0008"
"816","0.0008","0.0008","0.0008"
"817","0.0008","0.0008","0.0008"
"818","0.001","0.001","0.001"
"819","0.001","0.001","0.001"
"820","0.0008","0.0008","0.0008"
"821","0.0008","0.0008","0.0008"
"822","0.001","0.001","0.001"
"823","0.0008","0.0008","0.0008"
"824","0.0008","0.0008","0.0008"
"825","0.0011","0.0011","0.0011"
"826","0.0015","0.0015","0.0015"
"827","0.0011","0.0011","0.0011"
"828","0.0011","0.0011","0.0011"
"829","0.0006","0.0006","0.0006"
"830","0.0008","0.0008","0.0008"
"831","0.0007","0.0007","0.0007"
"832","0.0005","0.0005","0.0005"
"833","0.001","0.001","0.001"
"834","0.0006","0.0006","0.0006"
"835","0.0011","0.0011","0.0011"
"836","0.001","0.001","0.001"
"837","0.0008","0.0008","0.0008"
"838","0.0007","0.0007","0.0007"
"839","0.0007","0.0007","0.0007"
"840","0.0006","0.0006","0.0006"
"841","0.0011","0.0011","0.0011"
"842","0.0008","0.0008","0.0008"
"843","0.0012","0.0012","0.0012"
"844","0.0007","0.0007","0.0007"
"845","0.0012","0.0012","0.0012"
"846","0.0013","0.0013","0.0013"
"847","0.0008","0.0008","0.0008"
"848","0.0012","0.0012","0.0012"
"849","0.0005","0.0005","0.0005"
"850","0.0006","0.0006","0.0006"
"851","0.0005","0.0005","0.0005"
"852","0.001","0.001","0.001"
"853","0.0009","0.0009","0.0009"
"854","0.0013","0.0013","0.0013"
"855","0.0008","0.0008","0.0008"
"856","0.0009","0.0009","0.0009"
"857","0.0012","0.0012","0.0012"
"858","0.0006","0.0006","0.0006"
"859","0.0008","0.0008","0.0008"
"860","0.0007","0.0007","0.0007"
"861","0.0007","0.0007","0.0007"
"862","0.0008","0.0008","0.0008"
"863","0.0012","0.0012","0.0012"
"864","0.001","0.001","0.001"
"865","0.0012","0.0012","0.0012"
"866","0.0008","0.0008","0.0008"
"867","0.0006","0.0006","0.0006"
"868","0.001","0.001","0.001"
"869","0.0007","0.0007","0.0007"
"870","0.0009","0.0009","0.0009"
"871","0.0008","0.0008","0.0008"
"872","0.0007","0.0007","0.0007"
"873","0.001","0.001","0.001"
"874","0.0009","0.0009","0.0009"
"875","0.0008","0.0008","0.0008"
"876","0.0007","0.0007","0.0007"
"877","0.0012","0.0012","0.0012"
"878","0.0007","0.0007","0.0007"
"879","0.0009","0.0009","0.0009"
"880","0.0013","0.0013","0.0013"
"881","0.0009","0.0009","0.0009"
"882","0.0007","0.0007","0.0007"
"883","0.0009","0.0009","0.0009"
"884","0.0006","0.0006","0.0006"
"885","0.0007","0.0007","0.0007"
"886","0.0006","0.0006","0.0006"
"887","0.0008","0.0008","0.0008"
"888","0.0007","0.0007","0.0007"
"889","0.0006","0.0006","0.0006"
"890","0.001","0.001","0.001"
"891","0.0009","0.0009","0.0009"
"892","0.0007","0.0007","0.0007"
"893","0.0005","0.0005","0.0005"
"894","0.0009","0.0009","0.0009"
"895","0.0009","0.0009","0.0009"
"896","0.0006","0.0006","0.0006"
"897","0.001","0.001","0.001"
"898","0.0011","0.0011","0.0011"
"899","0.0012","0.0012","0.0012"
"900","0.0008","0.0008","0.0008"
"901","0.0009","0.0009","0.0009"
"902","0.0009","0.0009","0.0009"
"903","0.0008","0.0008","0.0008"
"904","0.0005","0.0005","0.0005"
"905","0.0006","0.0006","0.0006"
"906","0.001","0.001","0.001"
"907","0.0008","0.0008","0.0008"
"908","0.0008","0.0008","0.0008"
"909","0.001","0.001","0.001"
"910","0.0007","0.0007","0.0007"
"911","0.0007","0.0007","0.0007"
"912","0.001","0.001","0.001"
"913","0.0008","0.0008","0.0008"
"914","0.0006","0.0006","0.0006"
"915","0.0012","0.0012","0.0012"
"916","0.0013","0.0013","0.0013"
"917","0.0006","0.0006","0.0006"
"918","0.0011","0.0011","0.0011"
"919","0.0006","0.0006","0.0006"
"920","0.0007","0.0007","0.0007"
"921","0.0004","0.0004","0.0004"
"922","0.0006","0.0006","0.0006"
"923","0.0007","0.0007","0.0007"
"924","0.0008","0.0008","0.0008"
"925","0.0004","0.0004","0.0004"
"926","0.0008","0.0008","0.0008"
"927","0.001","0.001","0.001"
"928","0.0007","0.0007","0.0007"
"929","0.0008","0.0008","0.0008"
"930","0.0012","0.0012","0.0012"
"931","0.0009","0.0009","0.0009"
"932","0.0009","0.0009","0.0009"
"933","0.0007","0.0007","0.0007"
"934","0.001","0.001","0.001"
"935","0.0006","0.0006","0.0006"
"936","0.0008","0.0008","0.0008"
"937","0.0012","0.0012","0.0012"
"938","0.0008","0.0008","0.0008"
"939","0.0008","0.0008","0.0008"
"940","0.0008","0.0008","0.0008"
"941","0.0006","0.0006","0.0006"
"942","0.0005","0.0005","0.0005"
"943","0.0007","0.0007","0.0007"
"944","0.001","0.001","0.001"
"945","0.0008","0.0008","0.0008"
"946","0.0008","0.0008","0.0008"
"947","0.0008","0.0008","0.0008"
"948","0.0009","0.0009","0.0009"
"949","0.0008","0.0008","0.0008"
"950","0.0008","0.0008","0.0008"
"951","0.0009","0.0009","0.0009"
"952","0.0009","0.0009","0.0009"
"953","0.0005","0.0005","0.0005"
"954","0.0013","0.0013","0.0013"
"955","0.0007","0.0007","0.0007"
"956","0.0008","0.0008","0.0008"
"957","0.0004","0.0004","0.0004"
"958","0.0006","0.0006","0.0006"
"959","0.001","0.001","0.001"
"960","0.0007","0.0007","0.0007"
"961","0.0008","0.0008","0.0008"
"962","0.0005","0.0005","0.0005"
"963","0.0009","0.0009","0.0009"
"964","0.0008","0.0008","0.0008"
"965","0.0006","0.0006","0.0006"
"966","0.0006","0.0006","0.0006"
"967","0.0006","0.0006","0.0006"
"968","0.0007","0.0007","0.0007"
"969","0.0005","0.0005","0.0005"
"970","0.001","0.001","0.001"
"971","0.0014","0.0014","0.0014"
"972","0.0005","0.0005","0.0005"
"973","0.0009","0.0009","0.0009"
"974","0.0012","0.0012","0.0012"
"975","0.0008","0.0008","0.0008"
"976","0.0008","0.0008","0.0008"
"977","0.001","0.001","0.001"
"978","0.0008","0.0008","0.0008"
"979","0.0011","0.0011","0.0011"
"980","0.0005","0.0005","0.0005"
"981","0.0009","0.0009","0.0009"
"982","0.0006","0.0006","0.0006"
"983","0.0007","0.0007","0.0007"
"984","0.0007","0.0007","0.0007"
"985","0.0008","0.0008","0.0008"
"986","0.0009","0.0009","0.0009"
"987","0.0009","0.0009","0.0009"
"988","0.0012","0.0012","0.0012"
"989","0.0007","0.0007","0.0007"
"990","0.0007","0.0007","0.0007"
"991","0.0006","0.0006","0.0006"
"992","0.0007","0.0007","0.0007"
"993","0.0005","0.0005","0.0005"
"994","0.0009","0.0009","0.0009"
"995","0.0008","0.0008","0.0008"
"996","0.0005","0.0005","0.0005"
"997","0.0006","0.0006","0.0006"
"998","0.0006","0.0006","0.0006"
"999","0.0006","0.0006","0.0006"
"1000","0.001","0.001","0.001"
"1001","0.0008","0.0008","0.0008"
"1002","0.0005","0.0005","0.0005"
"1003","0.0006","0.0006","0.0006"
"1004","0.0007","0.0007","0.0007"
"1005","0.0015","0.0015","0.0015"
"1006","0.0008","0.0008","0.0008"
"1007","0.0007","0.0007","0.0007"
"1008","0.001","0.001","0.001"
"1009","0.0005","0.0005","0.0005"
"1010","0.0008","0.0008","0.0008"
"1011","0.0006","0.0006","0.0006"
"1012","0.0009","0.0009","0.0009"
"1013","0.0006","0.0006","0.0006"
"1014","0.0005","0.0005","0.0005"
"1015","0.0005","0.0005","0.0005"
"1016","0.0007","0.0007","0.0007"
"1017","0.0007","0.0007","0.0007"
"1018","0.0009","0.0009","0.0009"
"1019","0.001","0.001","0.001"
"1020","0.0005","0.0005","0.0005"
"1021","0.0009","0.0009","0.0009"
"1022","0.0009","0.0009","0.0009"
"1023","0.0006","0.0006","0.0006"
"1024","0.0009","0.0009","0.0009"
"1025","0.001","0.001","0.001"
"1026","0.0007","0.0007","0.0007"
"1027","0.0007","0.0007","0.0007"
"1028","0.0008","0.0008","0.0008"
"1029","0.0009","0.0009","0.0009"
"1030","0.0005","0.0005","0.0005"
"1031","0.001","0.001","0.001"
"1032","0.0006","0.0006","0.0006"
"1033","0.001","0.001","0.001"
"1034","0.0006","0.0006","0.0006"
"1035","0.0008","0.0008","0.0008"
"1036","0.001","0.001","0.001"
"1037","0.0008","0.0008","0.0008"
"1038","0.0006","0.0006","0.0006"
"1039","0.0006","0.0006","0.0006"
"1040","0.0006","0.0006","0.0006"
"1041","0.0007","0.0007","0.0007"
"1042","0.0007","0.0007","0.0007"
"1043","0.0006","0.0006","0.0006"
"1044","0.0012","0.0012","0.0012"
"1045","0.0006","0.0006","0.0006"
"1046","0.0008","0.0008","0.0008"
"1047","0.0007","0.0007","0.0007"
"1048","0.0007","0.0007","0.0007"
"1049","0.0006","0.0006","0.0006"
"1050","0.0008","0.0008","0.0008"
"1051","0.0008","0.0008","0.0008"
"1052","0.0007","0.0007","0.0007"
"1053","0.0007","0.0007","0.0007"
"1054","0.0009","0.0009","0.0009"
"1055","0.0007","0.0007","0.0007"
"1056","0.0009","0.0009","0.0009"
"1057","0.0005","0.0005","0.0005"
"1058","0.0007","0.0007","0.0007"
"1059","0.0007","0.0007","0.0007"
"1060","0.0008","0.0008","0.0008"
"1061","0.0009","0.0009","0.0009"
"1062","0.0007","0.0007","0.0007"
"1063","0.0007","0.0007","0.0007"
"1064","0.0005","0.0005","0.0005"
"1065","0.001","0.001","0.001"
"1066","0.0007","0.0007","0.0007"
"1067","0.0007","0.0007","0.0007"
"1068","0.0007","0.0007","0.0007"
"1069","0.0006","0.0006","0.0006"
"1070","0.0007","0.0007","0.0007"
"1071","0.0006","0.0006","0.0006"
"1072","0.0007","0.0007","0.0007"
"1073","0.0007","0.0007","0.0007"
"1074","0.0009","0.0009","0.0009"
"1075","0.0008","0.0008","0.0008"
"1076","0.0005","0.0005","0.0005"
"1077","0.0008","0.0008","0.0008"
"1078","0.001","0.001","0.001"
"1079","0.0005","0.0005","0.0005"
"1080","0.0009","0.0009","0.0009"
"1081","0.0008","0.0008","0.0008"
"1082","0.0006","0.0006","0.0006"
"1083","0.0009","0.0009","0.0009"
"1084","0.0008","0.0008","0.0008"
"1085","0.0007","0.0007","0.0007"
"1086","0.0006","0.0006","0.0006"
"1087","0.0006","0.0006","0.0006"
"1088","0.0007","0.0007","0.0007"
"1089","0.0009","0.0009","0.0009"
"1090","0.0008","0.0008","0.0008"
"1091","0.0007","0.0007","0.0007"
"1092","0.0005","0.0005","0.0005"
"1093","0.0006","0.0006","0.0006"
"1094","0.0008","0.0008","0.0008"
"1095","0.0005","0.0005","0.0005"
"1096","0.0007","0.0007","0.0007"
"1097","0.0011","0.0011","0.0011"
"1098","0.0008","0.0008","0.0008"
"1099","0.001","0.001","0.001"
"1100","0.0009","0.0009","0.0009"
"1101","0.0007","0.0007","0.0007"
"1102","0.0004","0.0004","0.0004"
"1103","0.0009","0.0009","0.0009"
"1104","0.0007","0.0007","0.0007"
"1105","0.0009","0.0009","0.0009"
"1106","0.0004","0.0004","0.0004"
"1107","0.001","0.001","0.001"
"1108","0.0004","0.0004","0.0004"
"1109","0.0007","0.0007","0.0007"
"1110","0.0007","0.0007","0.0007"
"1111","0.0005","0.0005","0.0005"
"1112","0.0009","0.0009","0.0009"
"1113","0.0008","0.0008","0.0008"
"1114","0.0006","0.0006","0.0006"
"1115","0.0012","0.0012","0.0012"
"1116","0.0006","0.0006","0.0006"
"1117","0.0006","0.0006","0.0006"
"1118","0.001","0.001","0.001"
"1119","0.0005","0.0005","0.0005"
"1120","0.0008","0.0008","0.0008"
"1121","0.0005","0.0005","0.0005"
"1122","0.0005","0.0005","0.0005"
"1123","0.0006","0.0006","0.0006"
"1124","0.0006","0.0006","0.0006"
"1125","0.0007","0.0007","0.0007"
"1126","0.0005","0.0005","0.0005"
"1127","0.0009","0.0009","0.0009"
"1128","0.0007","0.0007","0.0007"
"1129","0.0007","0.0007","0.0007"
"1130","0.0005","0.0005","0.0005"
"1131","0.0006","0.0006","0.0006"
"1132","0.0008","0.0008","0.0008"
"1133","0.0008","0.0008","0.0008"
"1134","0.0011","0.0011","0.0011"
"1135","0.0007","0.0007","0.0007"
"1136","0.0008","0.0008","0.0008"
"1137","0.0008","0.0008","0.0008"
"1138","0.0008","0.0008","0.0008"
"1139","0.0008","0.0008","0.0008"
"1140","0.0004","0.0004","0.0004"
"1141","0.0003","0.0003","0.0003"
"1142","0.0011","0.0011","0.0011"
"1143","0.0007","0.0007","0.0007"
"1144","0.001","0.001","0.001"
"1145","0.0006","0.0006","0.0006"
"1146","0.0006","0.0006","0.0006"
"1147","0.0006","0.0006","0.0006"
"1148","0.001","0.001","0.001"
"1149","0.0007","0.0007","0.0007"
"1150","0.0007","0.0007","0.0007"
"1151","0.0007","0.0007","0.0007"
"1152","0.0006","0.0006","0.0006"
"1153","0.0008","0.0008","0.0008"
"1154","0.0009","0.0009","0.0009"
"1155","0.0007","0.0007","0.0007"
"1156","0.0007","0.0007","0.0007"
"1157","0.0008","0.0008","0.0008"
"1158","0.0006","0.0006","0.0006"
"1159","0.0005","0.0005","0.0005"
"1160","0.0008","0.0008","0.0008"
"1161","0.0007","0.0007","0.0007"
"1162","0.0006","0.0006","0.0006"
"1163","0.0007","0.0007","0.0007"
"1164","0.0009","0.0009","0.0009"
"1165","0.0005","0.0005","0.0005"
"1166","0.001","0.001","0.001"
"1167","0.0006","0.0006","0.0006"
"1168","0.0008","0.0008","0.0008"
"1169","0.0008","0.0008","0.0008"
"1170","0.0006","0.0006","0.0006"
"1171","0.0008","0.0008","0.0008"
"1172","0.0007","0.0007","0.0007"
"1173","0.0007","0.0007","0.0007"
"1174","0.0007","0.0007","0.0007"
"1175","0.0005","0.0005","0.0005"
"1176","0.0005","0.0005","0.0005"
"1177","0.001","0.001","0.001"
"1178","0.0009","0.0009","0.0009"
"1179","0.0005","0.0005","0.0005"
"1180","0.0006","0.0006","0.0006"
"1181","0.0005","0.0005","0.0005"
"1182","0.0003","0.0003","0.0003"
"1183","0.0005","0.0005","0.0005"
"1184","0.0007","0.0007","0.0007"
"1185","0.0011","0.0011","0.0011"
"1186","0.0007","0.0007","0.0007"
"1187","0.0007","0.0007","0.0007"
"1188","0.0011","0.0011","0.0011"
"1189","0.0007","0.0007","0.0007"
"1190","0.0007","0.0007","0.0007"
"1191","0.0008","0.0008","0.0008"
"1192","0.0008","0.0008","0.0008"
"1193","0.0008","0.0008","0.0008"
"1194","0.0004","0.0004","0.0004"
"1195","0.0006","0.0006","0.0006"
"1196","0.0009","0.0009","0.0009"
"1197","0.001","0.001","0.001"
"1198","0.0004","0.0004","0.0004"
"1199","0.0008","0.0008","0.0008"
"1200","0.0006","0.0006","0.0006"
"1201","0.0011","0.0011","0.0011"
"1202","0.0005","0.0005","0.0005"
"1203","0.0005","0.0005","0.0005"
"1204","0.0008","0.0008","0.0008"
"1205","0.0006","0.0006","0.0006"
"1206","0.0007","0.0007","0.0007"
"1207","0.0004","0.0004","0.0004"
"1208","0.0008","0.0008","0.0008"
"1209","0.0008","0.0008","0.0008"
"1210","0.0007","0.0007","0.0007"
"1211","0.0009","0.0009","0.0009"
"1212","0.0007","0.0007","0.0007"
"1213","0.0005","0.0005","0.0005"
"1214","0.0005","0.0005","0.0005"
"1215","0.0007","0.0007","0.0007"
"1216","0.0006","0.0006","0.0006"
"1217","0.0009","0.0009","0.0009"
"1218","0.0006","0.0006","0.0006"
"1219","0.0008","0.0008","0.0008"
"1220","0.0008","0.0008","0.0008"
"1221","0.0004","0.0004","0.0004"
"1222","0.001","0.001","0.001"
"1223","0.0008","0.0008","0.0008"
"1224","0.0004","0.0004","0.0004"
"1225","0.0006","0.0006","0.0006"
"1226","0.0009","0.0009","0.0009"
"1227","0.0006","0.0006","0.0006"
"1228","0.0008","0.0008","0.0008"
"1229","0.0005","0.0005","0.0005"
"1230","0.0005","0.0005","0.0005"
"1231","0.0008","0.0008","0.0008"
"1232","0.0006","0.0006","0.0006"
"1233","0.0007","0.0007","0.0007"
"1234","0.0004","0.0004","0.0004"
"1235","0.0005","0.0005","0.0005"
"1236","0.0009","0.0009","0.0009"
"1237","0.0008","0.0008","0.0008"
"1238","0.0006","0.0006","0.0006"
"1239","0.0005","0.0005","0.0005"
"1240","0.001","0.001","0.001"
"1241","0.0011","0.0011","0.0011"
"1242","0.0006","0.0006","0.0006"
"1243","0.0006","0.0006","0.0006"
"1244","0.0008","0.0008","0.0008"
"1245","0.0004","0.0004","0.0004"
"1246","0.0007","0.0007","0.0007"
"1247","0.0006","0.0006","0.0006"
"1248","0.0006","0.0006","0.0006"
"1249","0.0007","0.0007","0.0007"
"1250","0.0005","0.0005","0.0005"
"1251","0.0005","0.0005","0.0005"
"1252","0.0007","0.0007","0.0007"
"1253","0.0006","0.0006","0.0006"
"1254","0.0007","0.0007","0.0007"
"1255","0.0008","0.0008","0.0008"
"1256","0.0008","0.0008","0.0008"
"1257","0.0007","0.0007","0.0007"
"1258","0.0008","0.0008","0.0008"
"1259","0.0012","0.0012","0.0012"
"1260","0.0007","0.0007","0.0007"
"1261","0.0006","0.0006","0.0006"
"1262","0.0007","0.0007","0.0007"
"1263","0.0008","0.0008","0.0008"
"1264","0.001","0.001","0.001"
"1265","0.001","0.001","0.001"
"1266","0.0007","0.0007","0.0007"
"1267","0.0007","0.0007","0.0007"
"1268","0.0007","0.0007","0.0007"
"1269","0.0009","0.0009","0.0009"
"1270","0.0007","0.0007","0.0007"
"1271","0.0006","0.0006","0.0006"
"1272","0.0005","0.0005","0.0005"
"1273","0.0005","0.0005","0.0005"
"1274","0.0005","0.0005","0.0005"
"1275","0.001","0.001","0.001"
"1276","0.0007","0.0007","0.0007"
"1277","0.0006","0.0006","0.0006"
"1278","0.0007","0.0007","0.0007"
"1279","0.0006","0.0006","0.0006"
"1280","0.0005","0.0005","0.0005"
"1281","0.0005","0.0005","0.0005"
"1282","0.0005","0.0005","0.0005"
"1283","0.0005","0.0005","0.0005"
"1284","0.0005","0.0005","0.0005"
"1285","0.0006","0.0006","0.0006"
"1286","0.001","0.001","0.001"
"1287","0.0007","0.0007","0.0007"
"1288","0.0006","0.0006","0.0006"
"1289","0.0006","0.0006","0.0006"
"1290","0.0008","0.0008","0.0008"
"1291","0.0006","0.0006","0.0006"
"1292","0.0007","0.0007","0.0007"
"1293","0.0006","0.0006","0.0006"
"1294","0.001","0.001","0.001"
"1295","0.0006","0.0006","0.0006"
"1296","0.0008","0.0008","0.0008"
"1297","0.001","0.001","0.001"
"1298","0.0007","0.0007","0.0007"
"1299","0.0003","0.0003","0.0003"
"1300","0.0006","0.0006","0.0006"
"1301","0.0006","0.0006","0.0006"
"1302","0.0007","0.0007","0.0007"
"1303","0.0005","0.0005","0.0005"
"1304","0.0008","0.0008","0.0008"
"1305","0.0006","0.0006","0.0006"
"1306","0.0003","0.0003","0.0003"
"1307","0.0006","0.0006","0.0006"
"1308","0.0006","0.0006","0.0006"
"1309","0.0009","0.0009","0.0009"
"1310","0.0007","0.0007","0.0007"
"1311","0.0007","0.0007","0.0007"
"1312","0.0004","0.0004","0.0004"
"1313","0.0007","0.0007","0.0007"
"1314","0.0011","0.0011","0.0011"
"1315","0.0007","0.0007","0.0007"
"1316","0.0007","0.0007","0.0007"
"1317","0.0008","0.0008","0.0008"
"1318","0.0008","0.0008","0.0008"
"1319","0.0005","0.0005","0.0005"
"1320","0.0006","0.0006","0.0006"
"1321","0.0006","0.0006","0.0006"
"1322","0.0006","0.0006","0.0006"
"1323","0.0004","0.0004","0.0004"
"1324","0.0007","0.0007","0.0007"
"1325","0.0007","0.0007","0.0007"
"1326","0.001","0.001","0.001"
"1327","0.0007","0.0007","0.0007"
"1328","0.0006","0.0006","0.0006"
"1329","0.001","0.001","0.001"
"1330","0.0007","0.0007","0.0007"
"1331","0.0004","0.0004","0.0004"
"1332","0.0007","0.0007","0.0007"
"1333","0.0007","0.0007","0.0007"
"1334","0.0006","0.0006","0.0006"
"1335","0.0008","0.0008","0.0008"
"1336","0.0005","0.0005","0.0005"
"1337","0.0006","0.0006","0.0006"
"1338","0.0008","0.0008","0.0008"
"1339","0.0008","0.0008","0.0008"
"1340","0.0008","0.0008","0.0008"
"1341","0.0006","0.0006","0.0006"
"1342","0.0008","0.0008","0.0008"
"1343","0.0005","0.0005","0.0005"
"1344","0.0008","0.0008","0.0008"
"1345","0.0007","0.0007","0.0007"
"1346","0.0004","0.0004","0.0004"
"1347","0.0009","0.0009","0.0009"
"1348","0.0006","0.0006","0.0006"
"1349","0.0006","0.0006","0.0006"
"1350","0.0009","0.0009","0.0009"
"1351","0.0005","0.0005","0.0005"
"1352","0.0005","0.0005","0.0005"
"1353","0.0007","0.0007","0.0007"
"1354","0.0006","0.0006","0.0006"
"1355","0.0008","0.0008","0.0008"
"1356","0.0005","0.0005","0.0005"
"1357","0.0005","0.0005","0.0005"
"1358","0.0007","0.0007","0.0007"
"1359","0.0004","0.0004","0.0004"
"1360","0.0006","0.0006","0.0006"
"1361","0.0008","0.0008","0.0008"
"1362","0.0006","0.0006","0.0006"
"1363","0.0007","0.0007","0.0007"
"1364","0.0008","0.0008","0.0008"
"1365","0.0005","0.0005","0.0005"
"1366","0.0005","0.0005","0.0005"
"1367","0.0009","0.0009","0.0009"
"1368","0.0007","0.0007","0.0007"
"1369","0.0009","0.0009","0.0009"
"1370","0.0007","0.0007","0.0007"
"1371","0.0007","0.0007","0.0007"
"1372","0.0009","0.0009","0.0009"
"1373","0.0005","0.0005","0.0005"
"1374","0.0008","0.0008","0.0008"
"1375","0.0008","0.0008","0.0008"
"1376","0.0004","0.0004","0.0004"
"1377","0.0006","0.0006","0.0006"
"1378","0.0008","0.0008","0.0008"
"1379","0.0007","0.0007","0.0007"
"1380","0.0007","0.0007","0.0007"
"1381","0.0005","0.0005","0.0005"
"1382","0.0007","0.0007","0.0007"
"1383","0.0003","0.0003","0.0003"
"1384","0.0007","0.0007","0.0007"
"1385","0.0006","0.0006","0.0006"
"1386","0.0005","0.0005","0.0005"
"1387","0.0006","0.0006","0.0006"
"1388","0.0008","0.0008","0.0008"
"1389","0.001","0.001","0.001"
"1390","0.0004","0.0004","0.0004"
"1391","0.0007","0.0007","0.0007"
"1392","0.0008","0.0008","0.0008"
"1393","0.0006","0.0006","0.0006"
"1394","0.0006","0.0006","0.0006"
"1395","0.0007","0.0007","0.0007"
"1396","0.0004","0.0004","0.0004"
"1397","0.0007","0.0007","0.0007"
"1398","0.0008","0.0008","0.0008"
"1399","0.0006","0.0006","0.0006"
"1400","0.0007","0.0007","0.0007"
"1401","0.0006","0.0006","0.0006"
"1402","0.0006","0.0006","0.0006"
"1403","0.0007","0.0007","0.0007"
"1404","0.0006","0.0006","0.0006"
"1405","0.0008","0.0008","0.0008"
"1406","0.0005","0.0005","0.0005"
"1407","0.0007","0.0007","0.0007"
"1408","0.0008","0.0008","0.0008"
"1409","0.0006","0.0006","0.0006"
"1410","0.0004","0.0004","0.0004"
"1411","0.0007","0.0007","0.0007"
"1412","0.0008","0.0008","0.0008"
"1413","0.0004","0.0004","0.0004"
"1414","0.0008","0.0008","0.0008"
"1415","0.0003","0.0003","0.0003"
"1416","0.0008","0.0008","0.0008"
"1417","0.0007","0.0007","0.0007"
"1418","0.0008","0.0008","0.0008"
"1419","0.0007","0.0007","0.0007"
"1420","0.0005","0.0005","0.0005"
"1421","0.0006","0.0006","0.0006"
"1422","0.0007","0.0007","0.0007"
"1423","0.0007","0.0007","0.0007"
"1424","0.0008","0.0008","0.0008"
"1425","0.0008","0.0008","0.0008"
"1426","0.0005","0.0005","0.0005"
"1427","0.0005","0.0005","0.0005"
"1428","0.0007","0.0007","0.0007"
"1429","0.0005","0.0005","0.0005"
"1430","0.0006","0.0006","0.0006"
"1431","0.0005","0.0005","0.0005"
"1432","0.0008","0.0008","0.0008"
"1433","0.0006","0.0006","0.0006"
"1434","0.0006","0.0006","0.0006"
"1435","0.0007","0.0007","0.0007"
"1436","0.0003","0.0003","0.0003"
"1437","0.0006","0.0006","0.0006"
"1438","0.0008","0.0008","0.0008"
"1439","0.0007","0.0007","0.0007"
"1440","0.0006","0.0006","0.0006"
